abemnt;3;What is the name of the messenger who brought the Red Arrow to King Théoden?;Hirgon;Turgon;Argon;Éogon;A
abemnt;3;Who discovers that Éowyn still lives, yet may be mortally wounded?;Faramir;Meriadoc;Prince Imrahil;Beregond;C
abemnt;3;Who does Éowyn end up with after Aragorn heals her?;Halbarad;Faramir;Aragorn;Éomer;B
abemnt;4;Which of the following fought in the Battle of the Pelennor Fields?;Gandalf the Grey;Aragorn Elessar, King of the Reunited Kingdom;Éomer Éadig, King of the Mark;Prince Imrahil of Dol Amroth;D
abemntx;3;Where is the northern entrance to the Paths of the Dead located?;Near Dunharrow;At the sources of the river Morthond;At the border of the Firienholt;Near Grimslade;A
abemntx;3;Who came to Théodens aid, killing both the Lord of the Nazgûl and the Fellbeast he was riding on?;Éomer;Prince Imrahil;Éowyn;Faramir;C
abemntx;3;Who kills the Witch-king of Angmar?;Théoden;Merry;Gandalf;Éowyn;D
abemt;3;By whom were the Rohirrim led that relieved Helm's Deep?;Erkenbrand;Éomer;Théoden;Dúnhere;A
abemt;3;In Meduseld there is a banner that hangs, depicting Eorl the Young riding into what battle?;Battle of the Pelennor Fields;Battle of Dagorath;Battle of Greenfields;Battle of Celebrant;D
abemt;3;In the book, what was the name of the horse Aragorn got from Éomer?;Arod;Brego;Hasufel;Felaróf;C
abemt;3;What is an Éored?;A horse saddle specifically designed for fighting on the horse back.;A rohirric messenger that rides ahead and warns the main army of dangers.;The Muster of the Rohirrim;A division of the rohirric army consisting of 120 men.;D
abemt;3;What is the name of Éomer's horse?;Snowmane;Shadowfax;Hasufel;Firefoot;D
abemt;3;What is the name of Théoden's horse?;Snowmane;Shadowfax;Firefoot;Lightfoot;A
abemt;3;What is the name that Éowyn uses when she disguises herself as a Rider of the Mark?;Helm;Théodred;Theon;Dernhelm;D
abemt;3;Who were Arod and Hasufel?;The sons of Elrond;Two cousins of Frodo;Two horses of Rohan;two rivers in Southern Gondor;C
abemtx;1;Which kingdom was ruled by King Théoden from his Golden Hall at Edoras?;Rohan
abemtx;3;According to herself, what is Éowyn's greatest fear?;Being slain;Being crippled;Being imprisoned;Being mentally ill;C
abemtx;3;Éomer gets King of Rohan after Théoden, but he is not his heir. Why does he still get King then?;Théoden had no children.;Théoden only had a daughter, and only males can get ruler of Rohan.;Théoden had a son which however died before Théoden.;Théoden had a son, but under the spell of Saruman he was banished and disappeared.;C
abemtx;3;King Théoden is the son of...;Eorl;Théodred;Folcred;Thengel;D
abemtx;3;What is the capital of Rohan during the War of the Ring?;Edoras;Aldburg;Helm's Deep;Dunharrow;A
abemtx;3;What is the name of the Golden Hall in Edoras?;Aldburg;Hornburg;Meduseld;Mundburg;C
abemtx;3;Which character in the Lord of the Rings has Wormtongue as a nickname?;Gaffer;Gríma;Saruman;Gollum;B
abemtxy;3;According to the Movies, in which film does Aragorn receive Andúril?;The Fellowship of the Ring;The Two Towers;The Return of the King;The Hobbit;C
abemtxy;3;In the movie, what was the name of the horse Aragorn got from Éomer?;Arod;Brego;Hasufel;Felaróf;B
abemtxy;3;In the movie, who says "Your son is badly wounded, my lord."?;Gandalf;Pippin;Éowyn;Gríma;C
abemtxy;3;Who says "A red sun rises, blood has been spilled this night."?;Gimli;Legolas;Aragorn;Gandalf;B
aben;3;Who was the first Steward of Gondor in the Fourth Age?;Aragorn;Éomer;Faramir;Beregond;C
abenot;3;The ships by which Aragorn and Co. arrive to the Battle of the Pelennor Fields belonged to whom?;The Royal Navy of Pelargir;The Wainriders of Rhûn;The Corsairs of Umbar;The Haradhrim Army;C
abenotx;3;What are the Múmakil?;Stone Trolls of the Misty Mountains;Fellbests of the Nazgûl;Cave Trolls of Mordor;Oliphaunts;D
abenotxy;1;Fill in the gap! "A day may come when the courage of men [...] but it is not THIS day!" - Aragorn;fails
abent;1;True or false: Faramir manages to escape the impulse to seize the One Ring from Frodo;true
abent;1;What is the name of the waterfalls Boromir's body is sent down?;Rauros
abent;1;Whom represents a black banner with a white tree, seven stars and a high crown after 3019 T.A.?;Aragorn
abent;3;Beside his horn, what else did break during Boromir's last battle against the Uruk-hai?;His leg;His sword;His shield;His breast plate;B
abent;3;By what name is Aragorn known in Minas Tirith when the news of the returned King arrive?;Telcontar;Elfstone;Strider;Estel;B
abent;3;How many men did Beregond, Guard of Minas Tirith, kill in order to save Faramir from Denethor?;0;1;2;3;D
abent;3;In the Battle of the Pelennor Fields a lot of support comes with Prince Imrahil. Where is he from?;Pelargir;Calembel;Edhellond;Dol Amroth;D
abent;3;In the book, where does the ghost army help fight off the Corsairs to be relieved of the curse?;Fields of Pelennor;Osgiliath;Harlond;Pelargir;D
abent;3;In which book does Boromir die?;The Fellowship of the Ring;The Two Towers;The Return of the King;A New Shadow;B
abent;3;In which city is the Citadel of the Stars located?;Minas Tirith;Rivendell;Osgiliath;Caras Galadhon;C
abent;3;What emblem was on the banner of Dol Amroth?;A golden tree;A white ship;A blue tower;A silver swan;D
abent;3;What is Rammas Echor?;A gondorian Beacon Hill;The lowest level of Minas Tirith;The wall surrounding the Pelennor Fields;The main bridge in Osgiliath over the Anduin;C
abent;3;What is the name of the elderly woman who assists Aragorn in the Houses of Healing?;Finduilas;Nimrodel;Arwen;Ioreth;D
abent;3;What is the place called where the statue of the fallen king is?;Fords of Poros;Road to Minas Tirith;Crossroads of Ithilien;Pass of Gorgoroth;C
abent;3;What was Ghân-buri-Ghân the leader of?;Drúedain of Drúwaith Iaur;Wild Men of the Drúadan Forest;Dúnedain of Dunland;Rohirrim of the Westmarch;D
abent;3;What was the name of the Captain of Dol Amroth in the Battle of Pelennor?;Imrahil;Denethor;Faramir;Boromir;A
abent;3;When Aragorn gets crowned, he swears an oath that was already once sworn before, by whom?;Eru;Elendil;Isildur;Elrond;B
abent;3;Where did Aragorn release the Oathbreakers?;Stone of Erech;Paths of the Dead;Minas Tirith;Pelargir;D
abent;3;Where is Henneth Annûn located?;Anórien;Calenardhon;Lamedon;Ithilien;D
abent;3;Which enemy did the horses of the Rohirrim refuse to approach in the Battle of the Pelennor Fields?;Wargs;Oliphaunts;Fellbeasts;Trolls;B
abent;3;Who is during the War of the Ring the leader of the Woses of the Drúadan Forest?;Aghan;Ghân-buri-Ghân;Gríma Wormtongue;Théoden;B
abenthxy;3;Who says "The same blood flows in my veins. The same weakness."?;Denethor;Faramir;Boromir;Aragorn;D
abentux;1;Which great city was built on the Anduin near Mordor?;Osgiliath
abentux;3;"Et Earello Endorenna utúlien" is the start of...;a song;a poem;an oath;a story;C
abentux;3;Isildur is Aragorn's...;grandfather;great-grandfather;great-great-grandfather;even more distant ancestor;D
abentx;1;True or false: Denethor judges it wise that Faramir was able to resist the One Ring and let it go.;false
abentx;1;True or false: King Elessar aka Aragorn is crowned by Denethor, the last ruling Steward of Gondor.;false
abentx;1;What is the name of Boromir's brother?;Faramir
abentx;2;How many walls does Minas Tirith have?;7;0
abentx;3;At the very top of Minas Tirith stands the Tower of...";Elendil;Denethor;Ecthelion;Barahir;C
abentx;3;Denethor II is the 26th...";King of Gondor;Prince of Gondor;Steward of Gondor;Lord of Gondor;C
abentx;3;How did Aragorn arrive at Minas Tirith during the Battle of Pelennor?;By horse;By ship;On foot;On the back of an eagle;B
abentx;3;Minas Tirith is inhabitated by...;Men;Ents;Hobbits;Elves;A
abentx;3;What position did Denethor hold?;King;Steward;Lord;Mayor;B
abentx;3;Which location did Denethor want to defend by any means from the enemy?;Minas Ithil;Cair Andros;Osgiliath;Pelargir;D
abentx;3;Which of these characters does NOT die in the Lord of the Rings?;Gollum;Denethor;Faramir;Théoden;C
abentx;3;Which one is the easternmost Beacon-Hill of Gondor?;Eilenach;Halifirien;Min-Rimmon;Amon Dîn;D
abentx;3;Who is Faramir's father?;Aragorn;Ecthelion;Isildur;Denethor;D
abentx;3;Who is the only member of the fellowship that died in the Third Age?;Aragorn;Samwise Gamgee;Boromir;Gimli;C
abentx;3;Who killed Boromir?;An Olog-hai;An Uruk-hai;An Orc;A Goblin;B
abentx;3;Who wields Andúril?;Elendil;Isildur;Anárion;Aragorn;D
abentx;3;Why did Denethor already know of Boromir's death even before Gandalf and Pippin arrived?;He used the Palantír of Minas Tirith to observe his Lands.;In Osgiliath he saw the ship with Boromir's body flow by.;The Horn of Gondor, an item carried by Boromir, was found.;Denethor did not yet know, Pippin accidentally told him.;C
abentxy;1;Who says "I would have followed you, my brother...my captain...my king."?;Boromir
abentxy;2;In the movie, how many times was Boromir struck before dying?;3;0
abentxy;3;Who says "Fell deeds, awake. Now for wrath, now for ruin and a red dawn. Forth Eorlingas!"?;Théoden;Éomer;Erkenbrand;Gandalf;A
abentxy;3;Who says "I ask only for the strength to defend my people!"?;Théoden;Denethor;Saruman;Boromir;D
abeoptx;3;Easterlings are...;Elves;Men;Orcs;Goblins;B
abeot;3;The Haradrim are...;Elves;Men;Orcs;Hobbits;B
abeotux;2;How many Nazgûl were there?;9;0
abeotux;3;Who had the One Ring next after Sauron?;Sméagol;Isildur;Bilbo;Elrond;B
abeotx;3;After their horses are killed, what creatures do the Nazgûl ride?;Dragons;Wyverns;Fellbeasts;Múmakil;C
abeotx;3;What military position did the Witch King of Angmar have?;Lieutenant of the tower of Barad-dûr;Lord of Minas Morgul;Captain of the Nazgûl;Commander of the Army of Mordor;C
abeotx;3;What race was the Mouth of Sauron?;Man;Orc;Uruk-hai;Elf;A
abeotxy;3;Who says "By all that you hold dear on this good earth, I bid you, stand, Men of the West!"?;Faramir;Théoden;Éomer;Aragorn;D
abeptx;2;For how many years was the One Ring lost in the Anduin?;2500;100
abet;1;Glamdring is to Gandalf as Andúril is to...;Aragorn
abet;2;How old is Aragorn during the War of the Ring (Late 3018 T.A.)?;88;8
abetx;1;What is Strider's real name?;Aragorn
abfglt;3;Beside the ancient quarrel of dwarves and elves, why does Gimli dislike Legolas at first?;He heard Legolas swear about dwarves before the meeting.;The furniture in Rivendell was very uncomfy for dwarves.;Gimli's father was once imprisoned by Legolas' father.;Legolas hustled Gimli in Rivendell, claiming he didn't see him as he is so small.;C
abfglt;3;Who is the only one of the Fellowship who at first refuses to go into Lothlórien?;Gimli;Aragorn;Frodo;Boromir;D
abfgltux;1;What is the secret word that opens the Gates of Moria?;Mellon
abfgltux;3;What material was used for the Moria West Gate inscription that is only visible in moonlight?;Mithril;Moria-Silver;Adamant;Ithildin;D
abfgltux;4;Which of these names are engraved on the Moria West Gate?;Narvi;Balin;Fundin;Durin;AD
abfgltx;3;What gift does Lady Galadriel give Gimli before the fellowship leaves Lothlórien?;Dagger;Hair;Seeds;Rope;B
abfgltxy;3;Who says "I will be dead before I see the Ring in the hands of an elf!"?;Boromir;Elrond;Gimli;Saruman;C
abfgmtxy;3;Who says "Whatever luck you live by... let's hope it lasts the night."?;Haldir;Legolas;Théoden;Gimli;D
abfgntxy;3;In the Return of the King movie, what does Gimli say to Legolas after he kills the Múmakil?;"Not bad for a pointy-eared, elvish princeling!";"You think you're better than me?!?";"I'm sorry I was looking away, what did you just do?";"That still only counts as one!";D
abfhikt;2;In 3019 T.A. the One Ring is destroyed. In which year did the Ringbearers leave for the Undying Lands?;3021;0
abfhit;3;What marked the end of the Third Age?;The Victory celebration on the Field of Cormallen after the destruction of the One Ring;The Battle at Morannon, destruction of the One Ring and defeat of Sauron;Elrond, Galadriel and Gandalf leaving Middle-earth with the Three Elven Rings;The coronation of Aragorn II and foundation of the Reunited Kingdom;C
abfhjt;3;What is the High-elvish greeting Frodo uses when he meets Gildor and his company in the Shire?;Elen síla lúmenn' omentielvo.;Nai tiruvantel ar varyuvantel i Valar tiëlyanna nu Vilya.;Mae govannen.;I Aear cân ven na mar.;A
abfhkt;1;True or false: In the book, Arwen Undómiel rides with Frodo to Rivendell.;false
abfhkt;3;What is the name of Glorfindels horse with which he rides with Frodo to Rivendell?;Felaróf;Asfaloth;Shadowfax;Hasufel;B
abfhlnt;3;What do the Elves call the Hobbits?;Onodrim;Periannath;Mellyn;Cormacolindor;B
abfhlt;3;What is the first thing Sam saw in the Mirror of Galadriel?;Fire;Stars;Moon;Sun;B
abfhlt;4;What gift(s) does Galadriel give Sam in the book?;Nothing;Mallorn Seed;Soil in a Box;Elven rope;BC
abfhltx;3;Who cures Frodo in Rivendell?;Gandalf;Arwen;Elrond;Legolas;C
abfhltxy;1;Fill in the gap! "Even the [...] person can change the course of the history." - Galadriel;smallest
abfhltxy;3;Who says "I know what it is you saw, for it is also in my mind."?;Gandalf;Arwen;Galadriel;Aragorn;C
abfhmtxy;1;Fill in the gap! "They're taking the [...] to Isengard!" - Legolas;Hobbits
abfhotx;3;With what elvish exclamation does Frodo "turn on" the Phial of Galadriel?;Tangado haid! Leithio i philinn!;Aiya Earendil Elenion Ancalima!;Annon Edhellen edro hi ammen!;Faeg i-varv dîn na lanc a nu ranc!;B
abfikt;4;Which of the following caused the flood that swept away the Nazgûl at the Ford of Bruinen?;Arwen;Elrond;Glorfindel;Gandalf;BD
abfilotu;3;What are the respective locations of the Chamber of Fire and the Hall of Fire?;Minas Tirith & Orodruin;Minas Tirith & Minas Morgul;Lothlórien & Minas Tirith;Rivendell & Orodruin;D
abfiltxy;1;Fill in the gap! "Tell me, where is Gandalf? For I much desire to [...] with him." - Celeborn;speak
abfiotu;3;Orod is the Elvish (Sindarin) word for what?;Tower;City;Plain;Mountain;D
abfit;1;What is Gandalfs Sindarin name?;Mithrandir
abfit;3;What does Gandalfs Sindarin name Mithrandir mean?;Staff-man;Grey Pilgrim;Grey Rider;Stormcrow;B
abfit;3;Who did not possess an elvish ring?;Elrond;Saruman;Gandalf;Galadriel;B
abfkltu;4;What were the names of the three Elven Rings?;Firya;Vilya;Nenya;Narya;BCD
abfkltxy;3;In the movie, what is the name of Arwen's sword?;Anglachel;Hadhafang;Anguirel;Aranrúth;B
abfkt;3;Who bore the greatest of the Elven-rings, Vilya, out of Middle-earth?;Gandalf;Elrond;Saruman;Gil-galad;B
abfktxy;3;In the movie, who caused the giant wave that swept away the Ringwraiths at the Ford of Bruinen?;Arwen;Glorfindel;Aragorn;Gandalf;D
abfku;3;What is the area south of Rivendell where once Elves dwelt called?;Calenardhon;Dunland;Hollin;Coldfells;C
abflpt;1;True or false: Before he joined the Fellowship of the Ring, Legolas lived in Lothlórien.;false
abflt;1;True or false: Arwen was an only child.;false
abflt;1;True or false: The water horses at the Ford of Bruinen are summoned by Arwen.;false
abflt;2;How many children does Elrond have?;3;0
abflt;3;Rivendell was built along which river?;Mitheithel;Gwathló;Glanduin;Bruinen;D
abflt;3;What is the location "The Last Homely House" more commonly known as?;The Prancing Pony Inn in Bree;The last house at the border of the Shire;The elven homestead Rivendell;Beorn's Halls at the border to Mirkwood;C
abflt;3;What is the name of Elrond's chief counselor, who was against bringing the ring to Mount Doom?;Eldarion;Earnur;Eothain;Erestor;D
abflt;3;What is the relation between Elladan and Elrohir?;They are twin-brothers;They are brothers (but not twins);They are cousins;They are just friends, but not related in an other way.;A
abflt;3;What was the name of the golden flower which grows everywhere in Lothlórien?;Elanor;Athelas;Simbelmyne;Mallorn;A
abflt;3;Which of the following is neither food nor drink?;Cram;Lembas;Crebain;Miruvor;C
abflt;4;What are the names of Elronds sons?;Elronad;Elladan;Elrohir;Eldahin;BC
abflthxy;3;Who says "One small bite is enough to fill the stomach of a grown man!";Gimli;Sam;Legolas;Aragorn;C
abfltu;3;What is the elvish name for Rivendell?;Imloth Melui;Imladris;Imrath Gondraich;Ivriniel;B
abfltx;1;True or false: Arwen is in love with Legolas.;false
abfltx;1;What was the name of the bread made in Lothlórien and that was kept fresh in a Mallorn leaf?;Lembas
abfltx;3;What is the name of Elrond's daughter?;Celebrían;Glorfindel;Arwen;Ariën;C
abfltx;3;What is the name of the City of Trees in Lothlórien?;Dol Amroth;Cerin Amroth;Caras Galadhon;Imladris;C
abfltx;3;What other name was Arwen known as?;Gemstone;Evenstar;Elfstone;The Fair;B
abfltx;3;Who is Galadriel's husband?;Elrond;Haldir;Celegorm;Celeborn;D
abfltxy;1;Fill in the gap! "I would rather share one lifetime with you than face all the [...] of this world alone.";Ages
