abeinotx;3;Why did Aragorn decide to attack Mordor at the Black Gate?;They outnumbered the troops of Mordor and there were good changes on winning.;He wanted to avoid another battle in Minas Tirith and instead fight at the Black Gate.;He wanted to distract Sauron so he does not notice Frodo and Sam traversing Mordor.;He wanted to take control of the Black Gate and thus avoid Sauron leaving Mordor.;C
abeint;3;By which derogatory name does Denethor name Gandalf when he rushes off to cremate himself?;Grey Beard;Grey Fool;Old Beard;Old Fool;B
abeint;3;What is the more common name of Angrenost?;Angband;Isengard;Barad-dûr;Helm's Deep;B
abeint;3;What was Gandalf's gift to Aragorn at his coronation?;Ring of Barahir;Andúril;Sapling of the White Tree;King's Crown;C
abeiot;3;Which of the following are NOT among Sauron's terms for Gondor's surrender?;The Lands from Mordor to the Misty Mountains shall be tributary to Mordor.;Any realms or alliances except Mordor have to be disbanded.;The rabble of Gondor and allies have to withdraw at once beyond the Anduin.;Leaving Middle-earth, especially to the Undying Lands, shall be forbidden.;BD
abeiotx;3;What represented the Dark Lord in parley before the Black Gate?;The Eye of Sauron;The Tongue of Sauron;The Mouth of Sauron;The Teeth of Sauron;C
abeioux;1;Who cut the One Ring from Sauron's hand?;Isildur
abeioux;3;Who cut the One Ring from Sauron's finger?;Elendil;Elrond;Anárion;Isildur;D
abeknoqtu;3;How big were the Palantíri?;Spheres with a diameter of about 10 inch (~25 cm);Slightly elliptical in shape with greater diameter 14 inch (~35 cm);Spheres with a diameter of about 1 feet (~30 cm);Their sizes varied largely.;D
abeknt;3;Aragorn was the first king of...;Arnor and Gondor;The Reunited Kingdom;United Middle-earth;Eriador;B
abektx;1;True or false: Strider is also known as Aragorn.;true
abektx;3;What is another name for Weathertop?;Amon Dîn;Amon Gwareth;Amon Lhaw;Amon Sûl;D
abektx;3;Who is the proprietor of the Prancing Pony?;Bill Ferny;Tom Bombadil;Fredegar Bolger;Barliman Butterbur;D
abelntx;1;True or false: Boromir wanted to take the One Ring to Isengard.;false
abelt;1;True or false: Aragorn did not want to go through Moria.;true
abelt;3;Who eventually inherits the Ring of Barahir, a heirloom of the First Age?;Boromir;Elrond;Galadriel;Aragorn;D
abemnt;1;True or false: Faramir marries Éowyn.;true
abemnt;3;The Red Arrow was a symbol to carry out a very specific message in Rohan, which one?;"Gondor calls for aid!";"A new king has been crowned!";"The king has died!";"An enemy army is attacking!";A
abemnt;3;What animal heralded the appearance of the Rohirrim to the Battle of the Pelennor Fields?;Eagle;Seagull;Rooster;Raven;C
abemnt;3;What is the name of the messenger who brought the Red Arrow to King Théoden?;Hirgon;Turgon;Argon;Éogon;A
abemnt;3;What was the name of the Gondorian area that at some point became Rohan?;Dunland;Harad;Calenardhon;Minhiriath;C
abemnt;3;Who discovers that Éowyn still lives, yet may be mortally wounded?;Faramir;Meriadoc;Prince Imrahil;Beregond;C
abemnt;3;Who does Éowyn end up with after Aragorn heals her?;Halbarad;Faramir;Aragorn;Éomer;B
abemnt;4;Which of the following fought in the Battle of the Pelennor Fields?;Gandalf the Grey;Aragorn Elessar, King of the Reunited Kingdom;Éomer Éadig, King of the Mark;Prince Imrahil of Dol Amroth;D
abemnt;3;Below which mountain lie the Paths of the Dead?;Thrihyrne;Dwimorberg;Starkhorn;Cûl Veleg;B
abemntx;3;Where is the northern entrance to the Paths of the Dead located?;Near Dunharrow;At the sources of the river Morthond;At the border of the Firienholt;Near Grimslade;A
abemntx;3;Who came to Théodens aid, killing both the Lord of the Nazgûl and the Fellbeast he was riding on?;Éomer;Prince Imrahil;Éowyn;Faramir;C
abemntx;3;Who kills the Witch-king of Angmar?;Théoden;Merry;Gandalf;Éowyn;D
abemt;3;By whom were the Rohirrim led that relieved Helm's Deep?;Erkenbrand;Éomer;Théoden;Dúnhere;A
abemt;3;Éowyn is Théoden's...;Niece;Daughter;Granddaughter;They are not related;A
abemt;3;In Meduseld there is a banner that hangs, depicting Eorl the Young riding into what battle?;Battle of the Pelennor Fields;Battle of Dagorath;Battle of Greenfields;Battle of Celebrant;D
abemt;3;In the book, what was the name of the horse Aragorn got from Éomer?;Arod;Brego;Hasufel;Felaróf;C
abemt;3;Théoden's son Théodred died in a battle, where did it take place?;Eastfolde of Rohan;Isengard;Helm's Deep;Fords of Isen;D
abemt;3;What did Men call the place where the Ents hold their meetings?;Entmoot;Willowbottom;Wellinghall;Derndingle;D
abemt;3;What is an Éored?;A horse saddle specifically designed for fighting on the horse back.;A rohirric messenger that rides ahead and warns the main army of dangers.;The Muster of the Rohirrim;A division of the rohirric army consisting of 120 men.;D
abemt;3;What is the name of Éomer's horse?;Snowmane;Shadowfax;Hasufel;Firefoot;D
abemt;3;What is the name of Éomer's sword?;Gúthwine;Herugrim;Glamdring;Anglachel;A
abemt;3;What is the name of Théoden's horse?;Snowmane;Shadowfax;Firefoot;Lightfoot;A
abemt;3;What is the name of Théoden's sword?;Hildegrim;Hallagrim;Herugrim;Hámagrim;C
abemt;3;What is the name that Éowyn uses when she disguises herself as a Rider of the Mark?;Helm;Théodred;Theon;Dernhelm;D
abemt;3;Who becomes ruler of Rohan following the death of Théoden?;Éomer, Chief Marshal of the Riddermark;Théodred, his son;Éowyn, his adopted daughter and Lady of the Shield-arm ;Erkenbrand, Lord of the Westfold;A
abemt;3;Who is the leader of the guards posted along Helm's Dike during the War of the Ring?;Fréawine;Gamling;Freca;Théodred;B
abemt;3;Who were Arod and Hasufel?;The sons of Elrond;Two cousins of Frodo;Two horses of Rohan;two rivers in Southern Gondor;C
abemtx;1;Which kingdom was ruled by King Théoden from his Golden Hall at Edoras?;Rohan
abemtx;3;According to herself, what is Éowyn's greatest fear?;Being slain;Being crippled;Being imprisoned;Being mentally ill;C
abemtx;3;Éomer gets King of Rohan after Théoden, but he is not his heir. Why does he still get King then?;Théoden had no children.;Théoden only had a daughter, and only males can get ruler of Rohan.;Théoden had a son which however died before Théoden.;Théoden had a son, but under the spell of Saruman he was banished and disappeared.;C
abemtx;3;King Théoden is the son of...;Eorl;Théodred;Folcred;Thengel;D
abemtx;3;What is the capital of Rohan during the War of the Ring?;Edoras;Aldburg;Helm's Deep;Dunharrow;A
abemtx;3;What is the name of the Golden Hall in Edoras?;Aldburg;Hornburg;Meduseld;Mundburg;C
abemtx;3;Which character in the Lord of the Rings has Wormtongue as a nickname?;Gaffer;Gríma;Saruman;Gollum;B
abemtxy;3;According to the films, in which film does Aragorn receive Andúril?;The Fellowship of the Ring;The Two Towers;The Return of the King;The Hobbit;C
abemtxy;3;In the film, what was the name of the horse Aragorn got from Éomer?;Arod;Brego;Hasufel;Felaróf;B
abemtxy;3;In the film, who says "Your son is badly wounded, my lord."?;Gandalf;Pippin;Éowyn;Gríma;C
abemtxy;3;Who says "A red sun rises, blood has been spilled this night."?;Gimli;Legolas;Aragorn;Gandalf;B
aben;3;Who was the first Steward of Gondor in the Fourth Age?;Aragorn;Éomer;Faramir;Beregond;C
abenot;3;The ships by which Aragorn and Co. arrive to the Battle of the Pelennor Fields belonged to whom?;The Royal Navy of Pelargir;The Wainriders of Rhûn;The Corsairs of Umbar;The Haradhrim Army;C
abenotx;3;What are the Múmakil?;Stone Trolls of the Misty Mountains;Fellbests of the Nazgûl;Cave Trolls of Mordor;Oliphaunts;D
abenotxy;1;Fill in the gap! "A day may come when the courage of men [...] but it is not THIS day!" - Aragorn;fails
abenru;3;Who constructed Orthanc?;Saruman;Sauron;Númenóreans;Gondorians;C
abent;1;True or false: Faramir manages to escape the impulse to seize the One Ring from Frodo;true
abent;1;What is the name of the waterfalls Boromir's body is sent down?;Rauros
abent;1;Whom represents a black banner with a white tree, seven stars and a high crown after 3019 T.A.?;Aragorn
abent;3;Beside his horn, what else did break during Boromir's last battle against the Uruk-hai?;His leg;His sword;His shield;His breast plate;B
abent;3;By what name is Aragorn known in Minas Tirith when the news of the returned King arrive?;Telcontar;Elfstone;Strider;Estel;B
abent;3;How many men did Beregond, Guard of Minas Tirith, kill in order to save Faramir from Denethor?;0;1;2;3;D
abent;3;In the Battle of the Pelennor Fields a lot of support comes with Prince Imrahil. Where is he from?;Pelargir;Calembel;Edhellond;Dol Amroth;D
abent;3;In the book, where does the ghost army help fight off the Corsairs to be relieved of the curse?;Fields of Pelennor;Osgiliath;Harlond;Pelargir;D
abent;3;In which book does Boromir die?;The Fellowship of the Ring;The Two Towers;The Return of the King;A New Shadow;B
abent;3;In which city is the Citadel of the Stars located?;Minas Tirith;Rivendell;Osgiliath;Caras Galadhon;C
abent;3;What emblem was on the banner of Dol Amroth?;A golden tree;A white ship;A blue tower;A silver swan;D
abent;3;What is Rammas Echor?;A gondorian Beacon Hill;The lowest level of Minas Tirith;The wall surrounding the Pelennor Fields;The main bridge in Osgiliath over the Anduin;C
abent;3;What is the name of Denethor's father?;Hyarmendacil;Ecthelion;Calimehtar;Rómendacil;B
abent;3;What is the name of the elderly woman who assists Aragorn in the Houses of Healing?;Finduilas;Nimrodel;Arwen;Ioreth;D
abent;3;What is the place called where the statue of the fallen king is?;Fords of Poros;Road to Minas Tirith;Crossroads of Ithilien;Pass of Gorgoroth;C
abent;3;What role did the valley of Tumladen play in the War of the Ring?;There the healing herb Athelas was cultivated.;It served as refuge for the inhabitants of Minas Tirith.;It was the secret military training center of Gondor.;It provided most of the food for Minas Tirith when the Pelennor Fields were destroyed.;B
abent;3;What was Ghân-buri-Ghân the leader of?;Drúedain of Drúwaith Iaur;Wild Men of the Drúadan Forest;Dúnedain of Dunland;Rohirrim of the Westmarch;B
abent;3;What was the name of the Captain of Dol Amroth in the Battle of Pelennor?;Imrahil;Denethor;Faramir;Boromir;A
abent;3;When Aragorn gets crowned, he swears an oath that was already once sworn before, by whom?;Eru;Elendil;Isildur;Elrond;B
abent;3;Where did Aragorn release the Oathbreakers?;Stone of Erech;Paths of the Dead;Minas Tirith;Pelargir;D
abent;3;Where is Henneth Annûn located?;Anórien;Calenardhon;Lamedon;Ithilien;D
abent;3;Which enemy did the horses of the Rohirrim refuse to approach in the Battle of the Pelennor Fields?;Wargs;Oliphaunts;Fellbeasts;Trolls;B
abent;3;Which of the following is NOT engraved on the blade or sheath of Andúril?;Runes of virtue;A rayed sun;Eleven stars;A crescent moon;C
abent;3;Which of these is not one of the Beacon-Hills of Gondor?;Erui;Erelas;Eilenach;Nardol;A
abent;3;Who is during the War of the Ring the leader of the Woses of the Drúadan Forest?;Aghan;Ghân-buri-Ghân;Gríma Wormtongue;Théoden;B
abent;3;Who is the mother of Faramir and Boromir?;Finduilas;Elwing;Morwen;Aredhel;A
abenthxy;3;Who says "The same blood flows in my veins. The same weakness."?;Denethor;Faramir;Boromir;Aragorn;D
abentu;3;Who condemned the Dead Men of Dunharrow?;Isildur;Elendil;Aragorn;Elrond;A
abentux;1;Which great city was built on the Anduin near Mordor?;Osgiliath
abentux;3;"Et Earello Endorenna utúlien" is the start of...;a song;a poem;an oath;a story;C
abentux;3;Isildur is Aragorn's...;grandfather;great-grandfather;great-great-grandfather;even more distant ancestor;D
abentx;1;True or false: Denethor judges it wise that Faramir was able to resist the One Ring and let it go.;false
abentx;1;True or false: King Elessar aka Aragorn is crowned by Denethor, the last ruling Steward of Gondor.;false
abentx;1;What is the name of Boromir's brother?;Faramir
abentx;2;How many walls does Minas Tirith have?;7;0
abentx;3;At the very top of Minas Tirith stands the Tower of...;Elendil;Denethor;Ecthelion;Barahir;C
abentx;3;Denethor II is the 26th...";King of Gondor;Prince of Gondor;Steward of Gondor;Lord of Gondor;C
abentx;3;How did Aragorn arrive at Minas Tirith during the Battle of Pelennor?;By horse;By ship;On foot;On the back of an eagle;B
abentx;3;Minas Tirith is inhabitated by...;Men;Ents;Hobbits;Elves;A
abentx;3;What position did Denethor hold?;King;Steward;Lord;Mayor;B
abentx;3;Which location did Denethor want to defend by any means from the enemy?;Minas Ithil;Cair Andros;Osgiliath;Pelargir;D
abentx;3;Which of these characters does NOT die in the Lord of the Rings?;Gollum;Denethor;Faramir;Théoden;C
abentx;3;Which one is the easternmost Beacon-Hill of Gondor?;Eilenach;Halifirien;Min-Rimmon;Amon Dîn;D
abentx;3;Who is Faramir's father?;Aragorn;Ecthelion;Isildur;Denethor;D
abentx;3;Who is the only member of the fellowship that died in the Third Age?;Aragorn;Samwise Gamgee;Boromir;Gimli;C
abentx;3;Who killed Boromir?;An Olog-hai;An Uruk-hai;An Orc;A Goblin;B
abentx;3;Who wields Andúril?;Elendil;Isildur;Anárion;Aragorn;D
abentx;3;Why did Denethor already know of Boromir's death even before Gandalf and Pippin arrived?;He used the Palantír of Minas Tirith to observe his Lands.;In Osgiliath he saw the ship with Boromir's body flow by.;The Horn of Gondor, an item carried by Boromir, was found.;Denethor did not yet know, Pippin accidentally told him.;C
abentxy;1;Who says "I would have followed you, my brother...my captain...my king."?;Boromir
abentxy;2;In the film, how many times was Boromir struck before dying?;3;0
abentxy;3;Who says "Fell deeds, awake. Now for wrath, now for ruin and a red dawn. Forth Eorlingas!"?;Théoden;Éomer;Erkenbrand;Gandalf;A
abentxy;3;Who says "I ask only for the strength to defend my people!"?;Théoden;Denethor;Saruman;Boromir;D
abeoptx;3;Easterlings are...;Elves;Men;Orcs;Goblins;B
abeot;3;The Haradrim are...;Elves;Men;Orcs;Hobbits;B
abeot;3;To which race do the Variags belong?;Orks;Uruk-hai;Men;Trolls;C
abeotux;2;How many Nazgûl were there?;9;0
abeotux;3;Who had the One Ring next after Sauron?;Sméagol;Isildur;Bilbo;Elrond;B
abeotx;3;After their horses are killed, what creatures do the Nazgûl ride?;Dragons;Wyverns;Fellbeasts;Múmakil;C
abeotx;3;What military position did the Witch King of Angmar have?;Lieutenant of the tower of Barad-dûr;Lord of Minas Morgul;Captain of the Nazgûl;Commander of the Army of Mordor;C
abeotx;3;What race was the Mouth of Sauron?;Man;Orc;Uruk-hai;Elf;A
abeotxy;3;Who says "By all that you hold dear on this good earth, I bid you, stand, Men of the West!"?;Faramir;Théoden;Éomer;Aragorn;D
abeptx;2;For how many years was the One Ring lost in the Anduin?;2500;100
abet;1;Glamdring is to Gandalf as Andúril is to...;Aragorn
abet;2;How old is Aragorn during the War of the Ring (Late 3018 T.A.)?;88;8
abetuv;3;What is the name of Aragorn's ring, the Ring of .....?;Narya;Barahir;Nenya;Vilya;B
abetx;1;What is Strider's real name?;Aragorn
abf;4;Which of the following are elves?;Anárion;Celebrimbor;Cirion;Elendil;B
abfglt;3;Beside the ancient quarrel of dwarves and elves, why does Gimli dislike Legolas at first?;He heard Legolas swear about dwarves before the meeting.;The furniture in Rivendell was very uncomfy for dwarves.;Gimli's father was once imprisoned by Legolas' father.;Legolas hustled Gimli in Rivendell, claiming he didn't see him as he is so small.;C
abfglt;3;Who is the only one of the Fellowship who at first refuses to go into Lothlórien?;Gimli;Aragorn;Frodo;Boromir;D
abfgltux;1;What is the secret word that opens the Gates of Moria?;Mellon
abfgltux;3;What material was used for the Moria West Gate inscription that is only visible in moonlight?;Mithril;Moria-Silver;Adamant;Ithildin;D
abfgltux;4;Which of these names are engraved on the Moria West Gate?;Narvi;Balin;Fundin;Durin;AD
abfgltx;3;What gift does Lady Galadriel give Gimli before the fellowship leaves Lothlórien?;Dagger;Hair;Seeds;Rope;B
abfgltxy;3;Who says "I will be dead before I see the Ring in the hands of an elf!"?;Boromir;Elrond;Gimli;Saruman;C
abfgmtxy;3;Who says "Whatever luck you live by... let's hope it lasts the night."?;Haldir;Legolas;Théoden;Gimli;D
abfgntxy;3;In the Return of the King film, what does Gimli say to Legolas after he kills the Múmakil?;"Not bad for a pointy-eared, elvish princeling!";"You think you're better than me?!?";"I'm sorry I was looking away, what did you just do?";"That still only counts as one!";D
abfhikt;2;In 3019 T.A. the One Ring is destroyed. In which year did the Ringbearers leave for the Undying Lands?;3021;0
abfhit;3;What marked the end of the Third Age?;The Victory celebration on the Field of Cormallen after the destruction of the One Ring;The Battle at Morannon, destruction of the One Ring and defeat of Sauron;Elrond, Galadriel and Gandalf leaving Middle-earth with the Three Elven Rings;The coronation of Aragorn II and foundation of the Reunited Kingdom;C
